proto,service,spkts,dpkts,sbytes,dbytes,dur,state,attack_cat,label
UDP,-,59,79,2146,3502,0.5317044880370625,REQ,Fuzzers,1
TCP,http,77,44,1505,6034,0.30911606266438674,FIN,Normal,0
UDP,dns,68,0,1524,8856,0.4373479321307434,INT,Generic,1
TCP,ftp,58,41,4907,2121,0.3002175533781304,CON,Exploits,1
UDP,-,71,54,4915,8137,0.4974184279592302,REQ,Fuzzers,1
TCP,http,81,18,337,4341,0.32875198290065133,FIN,Normal,0
UDP,dns,34,25,2117,3549,0.1141557660502287,INT,Generic,1
TCP,ftp,92,72,2702,4651,0.9788451127981459,CON,Exploits,1
UDP,-,60,27,3912,1034,0.21580373980393064,REQ,Fuzzers,1
TCP,http,87,27,1688,8184,0.6872104474360029,FIN,Normal,0
UDP,dns,24,10,1950,2246,0.7900771721837325,INT,Generic,1
TCP,ftp,20,35,562,3696,0.6902252565384919,CON,Exploits,1
UDP,-,5,88,752,2893,0.8706484417609539,REQ,Fuzzers,1
TCP,http,51,14,424,5156,0.3555274799107805,FIN,Normal,0
UDP,dns,36,23,3438,649,0.7310850333380469,INT,Generic,1
TCP,ftp,8,22,4796,6985,0.9394791495570497,CON,Exploits,1
UDP,-,74,42,139,1532,0.5895802831248171,REQ,Fuzzers,1
TCP,http,1,16,1836,6218,0.9466880125396588,FIN,Normal,0
UDP,dns,61,96,4992,5384,0.45290605064510747,INT,Generic,1
TCP,ftp,5,69,1179,7189,0.18175271115173952,CON,Exploits,1
UDP,-,85,42,850,3589,0.21260231615066927,REQ,Fuzzers,1
TCP,http,23,77,3049,5887,0.30288150774714195,FIN,Normal,0
UDP,dns,11,16,255,8928,0.9098392617173482,INT,Generic,1
TCP,ftp,58,64,4061,5264,0.17507266771789753,CON,Exploits,1
UDP,-,31,8,912,7285,0.4805538098832529,REQ,Fuzzers,1
TCP,http,67,56,877,3895,0.25605088726059555,FIN,Normal,0
UDP,dns,81,24,1388,7517,0.06726865571466245,INT,Generic,1
TCP,ftp,3,77,4222,1256,0.5142746714330838,CON,Exploits,1
UDP,-,42,57,1960,8432,0.2684418252699402,REQ,Fuzzers,1
TCP,http,63,74,4208,799,0.8509295540714199,FIN,Normal,0
UDP,dns,86,82,87,4425,0.31595047918000196,INT,Generic,1
TCP,ftp,41,14,3306,1240,0.13966491662008762,CON,Exploits,1
UDP,-,10,45,2088,2794,0.6199176564162251,REQ,Fuzzers,1
TCP,http,99,50,3728,6381,0.0206091561077989,FIN,Normal,0
UDP,dns,48,48,4378,7511,0.0026981649694102217,INT,Generic,1
TCP,ftp,3,73,1965,4155,0.45749999488018633,CON,Exploits,1
UDP,-,49,38,81,4001,0.4928653534152154,REQ,Fuzzers,1
TCP,http,31,50,3461,3314,0.7282639029888697,FIN,Normal,0
UDP,dns,32,52,2854,2135,0.21366749253847261,INT,Generic,1
TCP,ftp,54,54,1118,5733,0.397926539540825,CON,Exploits,1
UDP,-,39,35,1752,9989,0.0914999312208431,REQ,Fuzzers,1
TCP,http,94,29,4810,4726,0.12333525529504852,FIN,Normal,0
UDP,dns,41,32,3211,9370,0.25364019959139106,INT,Generic,1
TCP,ftp,6,84,877,1253,0.7245057124314099,CON,Exploits,1
UDP,-,2,93,1582,7202,0.030046614685796946,REQ,Fuzzers,1
TCP,http,31,96,3463,4127,0.8853254745660974,FIN,Normal,0
UDP,dns,28,15,3895,3006,0.9159749987734115,INT,Generic,1
TCP,ftp,63,30,2554,4730,0.6284373055562543,CON,Exploits,1
UDP,-,37,82,4267,6148,0.07283649039926965,REQ,Fuzzers,1
TCP,http,97,45,3904,7153,0.6385565797478001,FIN,Normal,0
UDP,dns,17,27,3916,1216,0.5959072918155436,INT,Generic,1
TCP,ftp,44,15,3762,6275,0.6970066190740455,CON,Exploits,1
UDP,-,57,55,4397,2363,0.945157406624648,REQ,Fuzzers,1
TCP,http,10,29,2980,793,0.6861337668839509,FIN,Normal,0
UDP,dns,51,97,3490,1273,0.5322516625246373,INT,Generic,1
TCP,ftp,2,94,3112,5541,0.45903640760327624,CON,Exploits,1
UDP,-,23,34,3318,9111,0.9384105631308814,REQ,Fuzzers,1
TCP,http,75,46,2121,8729,0.5001314581123844,FIN,Normal,0
UDP,dns,96,77,926,9152,0.4565469244799595,INT,Generic,1
TCP,ftp,81,83,2067,4118,0.560585702504706,CON,Exploits,1
UDP,-,74,17,400,3881,0.8452227027232596,REQ,Fuzzers,1
TCP,http,78,73,4458,3338,0.1787834854853645,FIN,Normal,0
UDP,dns,10,99,4196,9397,0.21821104816191073,INT,Generic,1
TCP,ftp,14,35,3782,5855,0.2371473090378553,CON,Exploits,1
UDP,-,94,52,2624,969,0.3810408541022605,REQ,Fuzzers,1
TCP,http,39,77,4135,2727,0.5436111701190908,FIN,Normal,0
UDP,dns,12,2,2092,8455,0.6460418374114365,INT,Generic,1
TCP,ftp,62,65,3256,6733,0.4988205538212378,CON,Exploits,1
UDP,-,62,3,3149,4462,0.9070466478731875,REQ,Fuzzers,1
TCP,http,14,27,133,2642,0.7704681626174614,FIN,Normal,0
UDP,dns,33,37,987,1907,0.00013053081812808287,INT,Generic,1
TCP,ftp,1,9,709,6353,0.7920194650270603,CON,Exploits,1
UDP,-,84,62,3395,1209,0.08089340648019794,REQ,Fuzzers,1
TCP,http,37,15,439,5425,0.02459842054034833,FIN,Normal,0
UDP,dns,15,29,2747,8324,0.08458340837869815,INT,Generic,1
TCP,ftp,97,10,4361,8567,0.3289308998261561,CON,Exploits,1
UDP,-,51,93,2699,8867,0.33866734733740134,REQ,Fuzzers,1
TCP,http,77,40,472,4139,0.6928431280552411,FIN,Normal,0
UDP,dns,79,21,4078,9600,0.3070487344884508,INT,Generic,1
TCP,ftp,37,88,2828,5312,0.4448777174377433,CON,Exploits,1
UDP,-,66,34,3893,3503,0.36172343011430785,REQ,Fuzzers,1
TCP,http,95,58,2558,3136,0.5145795416244854,FIN,Normal,0
UDP,dns,11,27,925,7153,0.4750472776623451,INT,Generic,1
TCP,ftp,48,90,189,9766,0.5011663380010609,CON,Exploits,1
UDP,-,53,83,4925,325,0.9469315284174139,REQ,Fuzzers,1
TCP,http,97,74,865,1313,0.7984378766017878,FIN,Normal,0
UDP,dns,39,10,70,269,0.7752763384690284,INT,Generic,1
TCP,ftp,32,1,176,9878,0.01720214186953828,CON,Exploits,1
UDP,-,66,30,4220,1186,0.7347175374164862,REQ,Fuzzers,1
TCP,http,42,58,3960,8768,0.6104715582629062,FIN,Normal,0
UDP,dns,37,85,3205,6531,0.5329250850609925,INT,Generic,1
TCP,ftp,57,90,468,8293,0.06840094409798947,CON,Exploits,1
UDP,-,94,65,86,9905,0.07804716295467218,REQ,Fuzzers,1
TCP,http,1,4,3343,8584,0.5329591756924673,FIN,Normal,0
UDP,dns,24,9,2986,4692,0.4821063053023864,INT,Generic,1
TCP,ftp,6,56,4527,3858,0.43171523411338764,CON,Exploits,1
UDP,-,1,32,748,8400,0.24857071652129648,REQ,Fuzzers,1
TCP,http,26,94,4415,4872,0.707384284948755,FIN,Normal,0
UDP,dns,67,90,2493,6796,0.9669610132332032,INT,Generic,1
TCP,ftp,76,44,4962,2959,0.15249663038695205,CON,Exploits,1
UDP,-,22,41,1642,2434,0.03621250631087547,REQ,Fuzzers,1
TCP,http,59,56,4583,2554,0.5105548802682442,FIN,Normal,0
UDP,dns,56,77,714,4263,0.5668120688514195,INT,Generic,1
TCP,ftp,38,79,1273,8684,0.5314317307395301,CON,Exploits,1
UDP,-,4,93,4723,7622,0.2724653274992671,REQ,Fuzzers,1
TCP,http,23,81,3075,4937,0.7641928675964045,FIN,Normal,0
UDP,dns,1,29,3896,2157,0.9115537351261186,INT,Generic,1
TCP,ftp,21,18,1842,9011,0.8139927541620534,CON,Exploits,1
UDP,-,98,90,4615,8680,0.5224851570300467,REQ,Fuzzers,1
TCP,http,21,26,4967,349,0.904686683895654,FIN,Normal,0
UDP,dns,74,17,4074,4307,0.712131251768787,INT,Generic,1
TCP,ftp,10,53,3706,5550,0.9293521524818145,CON,Exploits,1
UDP,-,45,62,1193,9209,0.5249578903575354,REQ,Fuzzers,1
TCP,http,91,88,3984,3846,0.11418324970464333,FIN,Normal,0
UDP,dns,19,40,2755,6939,0.31941525440639995,INT,Generic,1
TCP,ftp,57,2,1037,3986,0.652724470278201,CON,Exploits,1
UDP,-,85,57,1383,7333,0.4801005247448408,REQ,Fuzzers,1
TCP,http,34,14,829,5761,0.7842068150113761,FIN,Normal,0
UDP,dns,15,37,301,975,0.2764064884193893,INT,Generic,1
TCP,ftp,43,95,759,5339,0.3658934543824678,CON,Exploits,1
UDP,-,62,33,1552,1180,0.7815698034376591,REQ,Fuzzers,1
TCP,http,39,37,1164,5117,0.028402435321841057,FIN,Normal,0
UDP,dns,25,5,4662,9627,0.627614538504493,INT,Generic,1
TCP,ftp,34,25,3731,4199,0.212761264859052,CON,Exploits,1
UDP,-,94,85,4452,4108,0.952270511625693,REQ,Fuzzers,1
TCP,http,72,75,2944,2119,0.5144818337391392,FIN,Normal,0
UDP,dns,51,71,2594,1665,0.47697939937422507,INT,Generic,1
TCP,ftp,2,67,1244,6518,0.7542230494331404,CON,Exploits,1
UDP,-,81,49,1462,7979,0.26699600144525837,REQ,Fuzzers,1
TCP,http,48,79,1678,2436,0.33171458709169654,FIN,Normal,0
UDP,dns,72,53,359,7403,0.8270576447769991,INT,Generic,1
TCP,ftp,32,74,3548,1963,0.6579706608684338,CON,Exploits,1
UDP,-,15,89,2730,2691,0.811248254278395,REQ,Fuzzers,1
TCP,http,74,0,3099,3256,0.44315407299698906,FIN,Normal,0
UDP,dns,82,83,4443,50,0.7811876809361847,INT,Generic,1
TCP,ftp,1,96,4419,7099,0.41606229922687943,CON,Exploits,1
UDP,-,93,23,2262,652,0.4411198905757012,REQ,Fuzzers,1
TCP,http,27,81,1639,6794,0.9833766220918293,FIN,Normal,0
UDP,dns,83,77,3467,6482,0.1997704911006144,INT,Generic,1
TCP,ftp,93,38,3493,5228,0.7644650180521927,CON,Exploits,1
UDP,-,21,82,3478,9347,0.48113054773530717,REQ,Fuzzers,1
TCP,http,15,18,3697,6442,0.49491661339567383,FIN,Normal,0
UDP,dns,52,15,1838,2844,0.39202952439168337,INT,Generic,1
TCP,ftp,13,23,4078,6107,0.5590792203848431,CON,Exploits,1
UDP,-,19,0,1231,7105,0.3141629219643822,REQ,Fuzzers,1
TCP,http,35,73,3588,323,0.8246163845010402,FIN,Normal,0
UDP,dns,64,56,2316,3708,0.465245482937391,INT,Generic,1
TCP,ftp,57,84,4404,1490,0.9242850234637487,CON,Exploits,1
UDP,-,38,35,1761,636,0.45090316356425586,REQ,Fuzzers,1
TCP,http,24,24,3805,3420,0.9967192952650811,FIN,Normal,0
UDP,dns,93,39,665,3367,0.3215647253301255,INT,Generic,1
TCP,ftp,35,17,4248,385,0.0078102143793702394,CON,Exploits,1
UDP,-,31,35,373,7761,0.8269253070790747,REQ,Fuzzers,1
TCP,http,1,75,3549,289,0.20311738515760158,FIN,Normal,0
UDP,dns,78,46,4573,9288,0.4429693119996695,INT,Generic,1
TCP,ftp,31,96,2956,9977,0.32633631592850976,CON,Exploits,1
UDP,-,38,75,446,3979,0.5633214246022272,REQ,Fuzzers,1
TCP,http,71,58,2416,1513,0.8233539768664786,FIN,Normal,0
UDP,dns,1,39,337,249,0.859535745161821,INT,Generic,1
TCP,ftp,25,35,3047,2624,0.938689314894609,CON,Exploits,1
UDP,-,77,31,3769,8762,0.4767255680666366,REQ,Fuzzers,1
TCP,http,5,67,1880,4294,0.45789795640649045,FIN,Normal,0
UDP,dns,18,43,3293,3219,0.6811225928019631,INT,Generic,1
TCP,ftp,72,36,2577,5832,0.028427661909110724,CON,Exploits,1
UDP,-,16,30,4179,9454,0.9563010487414663,REQ,Fuzzers,1
TCP,http,54,18,3887,2153,0.5984484445121789,FIN,Normal,0
UDP,dns,19,52,2854,6982,0.8690293038428479,INT,Generic,1
TCP,ftp,4,60,3065,1672,0.9630268682222105,CON,Exploits,1
UDP,-,44,70,4898,9827,0.9799368128126923,REQ,Fuzzers,1
TCP,http,49,27,918,2752,0.7248556791899832,FIN,Normal,0
UDP,dns,57,62,4495,3282,0.9215915481554223,INT,Generic,1
TCP,ftp,86,29,1469,7286,0.33106516286374243,CON,Exploits,1
UDP,-,63,63,623,1098,0.34526355580480206,REQ,Fuzzers,1
TCP,http,66,23,193,6338,0.07046458022081936,FIN,Normal,0
UDP,dns,39,15,839,9889,0.36150450594840333,INT,Generic,1
TCP,ftp,73,47,1149,7981,0.7766786883324136,CON,Exploits,1
UDP,-,12,97,1525,2375,0.08997498754516475,REQ,Fuzzers,1
TCP,http,41,84,755,67,0.3117668715483043,FIN,Normal,0
UDP,dns,1,99,436,1263,0.1467248928997421,INT,Generic,1
TCP,ftp,83,46,2163,8207,0.9115129156355483,CON,Exploits,1
UDP,-,30,88,1836,3771,0.7920366785072328,REQ,Fuzzers,1
TCP,http,24,63,530,1565,0.9788694866756094,FIN,Normal,0
UDP,dns,24,77,2993,6745,0.8974025395508516,INT,Generic,1
TCP,ftp,91,71,3723,1881,0.4425088761782475,CON,Exploits,1
UDP,-,90,52,4843,4659,0.8058333513542663,REQ,Fuzzers,1
TCP,http,73,7,3070,6460,0.2948479781282701,FIN,Normal,0
UDP,dns,28,98,223,8252,0.04752873840311045,INT,Generic,1
TCP,ftp,67,65,3191,8350,0.9109640411690081,CON,Exploits,1
UDP,-,12,51,1979,4208,0.6544654378614364,REQ,Fuzzers,1
TCP,http,42,59,2837,1241,0.7727444668567868,FIN,Normal,0
UDP,dns,16,68,2293,4237,0.929935663497995,INT,Generic,1
TCP,ftp,33,10,481,1416,0.45148246200517095,CON,Exploits,1
UDP,-,20,18,363,2261,0.7738661151049661,REQ,Fuzzers,1
TCP,http,62,92,3399,5685,0.9402917053058512,FIN,Normal,0
UDP,dns,56,83,3555,2950,0.5442548128830609,INT,Generic,1
TCP,ftp,9,62,2591,6793,0.3215056735982619,CON,Exploits,1
UDP,-,35,43,4610,9072,0.7536543619500864,REQ,Fuzzers,1
TCP,http,34,24,4553,4755,0.2836233766366333,FIN,Normal,0
UDP,dns,43,96,2707,4059,0.7184873674530602,INT,Generic,1
TCP,ftp,35,24,4655,5666,0.18906107907892677,CON,Exploits,1
UDP,-,5,13,4283,2227,0.2519479763533523,REQ,Fuzzers,1
TCP,http,14,36,2735,9039,0.6707740294127895,FIN,Normal,0
UDP,dns,55,67,202,5765,0.1787648006735697,INT,Generic,1
TCP,ftp,37,70,2401,3809,0.6362163411983411,CON,Exploits,1
UDP,-,25,39,898,6177,0.7383023421948234,REQ,Fuzzers,1
TCP,http,56,22,2836,6708,0.03877815657312744,FIN,Normal,0
UDP,dns,46,92,2181,6559,0.10174210895322044,INT,Generic,1
TCP,ftp,62,12,2388,3109,0.16155642782881918,CON,Exploits,1
UDP,-,36,47,3407,8632,0.9616506026115789,REQ,Fuzzers,1
TCP,http,3,18,2739,4882,0.599820164965743,FIN,Normal,0
UDP,dns,26,86,875,3122,0.9582142151486939,INT,Generic,1
TCP,ftp,23,8,192,7103,0.7224717453396062,CON,Exploits,1
UDP,-,7,73,1458,3729,0.28954508927959766,REQ,Fuzzers,1
TCP,http,39,93,3162,5423,0.07494315766151294,FIN,Normal,0
UDP,dns,28,51,4830,8023,0.512473208312741,INT,Generic,1
TCP,ftp,90,30,3976,7939,0.8804505250626458,CON,Exploits,1
UDP,-,30,6,1950,1629,0.32770991258343973,REQ,Fuzzers,1
TCP,http,75,96,789,245,0.48965967727632964,FIN,Normal,0
UDP,dns,72,10,2443,5772,0.19865814739354815,INT,Generic,1
TCP,ftp,98,47,4466,7274,0.867310389729473,CON,Exploits,1
UDP,-,27,92,3810,1330,0.2528343664640402,REQ,Fuzzers,1
TCP,http,93,41,625,1603,0.2718728449617417,FIN,Normal,0
UDP,dns,1,18,251,3486,0.04404128202343682,INT,Generic,1
TCP,ftp,53,85,3380,5366,0.4237830989083513,CON,Exploits,1
UDP,-,3,66,3776,6776,0.7423003565001872,REQ,Fuzzers,1
TCP,http,76,41,1350,1757,0.6413186994415276,FIN,Normal,0
UDP,dns,53,55,3127,9115,0.4676729627617634,INT,Generic,1
TCP,ftp,76,36,4876,7266,0.5904186877992531,CON,Exploits,1
UDP,-,91,30,3700,4907,0.5563304418322278,REQ,Fuzzers,1
TCP,http,13,8,2970,2333,0.6301422191139535,FIN,Normal,0
UDP,dns,71,74,1330,561,0.6440932813041321,INT,Generic,1
TCP,ftp,45,41,3159,3011,0.5700999340668897,CON,Exploits,1
UDP,-,76,92,1195,3676,0.3681946427408961,REQ,Fuzzers,1
TCP,http,85,74,3874,8192,0.8106896968893433,FIN,Normal,0
UDP,dns,74,85,4300,6066,0.5632033688628776,INT,Generic,1
TCP,ftp,10,95,1235,4775,0.43171559547840177,CON,Exploits,1
UDP,-,87,90,3832,4738,0.7609260693825245,REQ,Fuzzers,1
TCP,http,20,42,1872,4967,0.9994367416736409,FIN,Normal,0
UDP,dns,1,1,3573,7837,0.7885113505844189,INT,Generic,1
TCP,ftp,35,90,1461,5839,0.18493927558144319,CON,Exploits,1
UDP,-,35,9,4779,2812,0.2639470903811746,REQ,Fuzzers,1
TCP,http,88,26,748,8781,0.20258341639743271,FIN,Normal,0
UDP,dns,63,15,3479,8315,0.6761585875800041,INT,Generic,1
TCP,ftp,60,72,1091,8397,0.735166002106922,CON,Exploits,1
UDP,-,72,54,1117,5911,0.9597390833498721,REQ,Fuzzers,1
TCP,http,43,20,3273,4333,0.1347885983647079,FIN,Normal,0
UDP,dns,91,96,4032,6396,0.5629267231739103,INT,Generic,1
TCP,ftp,59,82,953,3445,0.01900968319670926,CON,Exploits,1
UDP,-,60,63,1066,3831,0.6306525797054141,REQ,Fuzzers,1
TCP,http,95,55,2545,2807,0.6787581497124412,FIN,Normal,0
UDP,dns,96,63,4818,3310,0.685115934405213,INT,Generic,1
TCP,ftp,9,96,4379,4763,0.04484701288312598,CON,Exploits,1
UDP,-,97,50,2890,515,0.014940097031651889,REQ,Fuzzers,1
TCP,http,72,19,4186,8244,0.43034934220034526,FIN,Normal,0
UDP,dns,13,69,1535,1575,0.07130547341803439,INT,Generic,1
TCP,ftp,22,21,2167,2533,0.3842152856803809,CON,Exploits,1
UDP,-,27,52,4189,3816,0.9830571547393567,REQ,Fuzzers,1
TCP,http,48,40,4100,6092,0.7044062984947081,FIN,Normal,0
UDP,dns,19,51,3233,2441,0.5099686875658339,INT,Generic,1
TCP,ftp,31,96,4469,917,0.4399636613008342,CON,Exploits,1
UDP,-,41,32,3339,6996,0.15499376712928836,REQ,Fuzzers,1
TCP,http,94,28,964,5216,0.9725104072327335,FIN,Normal,0
UDP,dns,68,15,4336,7806,0.3685073858311504,INT,Generic,1
TCP,ftp,54,81,804,821,0.41554428187977877,CON,Exploits,1
UDP,-,63,53,3900,7893,0.7538689173517552,REQ,Fuzzers,1
TCP,http,76,7,3001,2539,0.577880614599189,FIN,Normal,0
UDP,dns,98,9,3885,1337,0.8997894698160016,INT,Generic,1
TCP,ftp,47,61,3876,2969,0.5704032442268103,CON,Exploits,1
UDP,-,3,13,2372,566,0.9926942532200336,REQ,Fuzzers,1
TCP,http,62,21,4935,4230,0.5192987772563297,FIN,Normal,0
UDP,dns,52,81,1323,8763,0.368352502129663,INT,Generic,1
TCP,ftp,69,48,1230,1187,0.9113800568661096,CON,Exploits,1
UDP,-,24,41,2976,9044,0.9030648052940331,REQ,Fuzzers,1
TCP,http,39,85,1427,5651,0.35864920381313603,FIN,Normal,0
UDP,dns,46,86,427,9909,0.3844136350630555,INT,Generic,1
TCP,ftp,26,52,4842,3836,0.5443885749608167,CON,Exploits,1
UDP,-,86,27,4857,2327,0.7207001030462186,REQ,Fuzzers,1
TCP,http,75,24,2998,9334,0.6174087980572407,FIN,Normal,0
UDP,dns,79,60,274,6114,0.32125141345438946,INT,Generic,1
TCP,ftp,51,20,2797,3531,0.40694328452266915,CON,Exploits,1
UDP,-,27,8,4520,101,0.7263494427906365,REQ,Fuzzers,1
TCP,http,57,99,3496,200,0.9338604089691259,FIN,Normal,0
UDP,dns,60,81,2395,5471,0.9491699547930346,INT,Generic,1
TCP,ftp,96,81,2787,5343,0.7777639488357962,CON,Exploits,1
UDP,-,85,74,1069,4877,0.3755823442440589,REQ,Fuzzers,1
TCP,http,49,82,2340,2318,0.8901104942021324,FIN,Normal,0
UDP,dns,1,32,2642,479,0.8010823021834935,INT,Generic,1
TCP,ftp,82,89,41,8977,0.13215654831866197,CON,Exploits,1
UDP,-,70,66,2929,2007,0.2347524153393048,REQ,Fuzzers,1
TCP,http,96,91,4343,6665,0.9171218959720313,FIN,Normal,0
UDP,dns,30,6,2162,3670,0.9890899586666512,INT,Generic,1
TCP,ftp,61,96,3070,2323,0.17243165419285122,CON,Exploits,1
UDP,-,7,17,787,3589,0.9092599721643362,REQ,Fuzzers,1
TCP,http,15,42,3683,8713,0.9818162482877559,FIN,Normal,0
UDP,dns,90,83,2021,9498,0.5039787975675454,INT,Generic,1
TCP,ftp,80,7,1292,7493,0.8918014056420659,CON,Exploits,1
UDP,-,94,98,4677,3459,0.014411768005119008,REQ,Fuzzers,1
TCP,http,98,62,247,1499,0.15442025139442983,FIN,Normal,0
UDP,dns,50,62,4008,8080,0.411791616766754,INT,Generic,1
TCP,ftp,94,0,4342,7940,0.46596435714482476,CON,Exploits,1
UDP,-,71,67,72,3673,0.5029447020596425,REQ,Fuzzers,1
TCP,http,87,89,997,8494,0.5120052034641293,FIN,Normal,0
UDP,dns,9,26,2955,1330,0.6978453433480797,INT,Generic,1
TCP,ftp,95,92,3630,3327,0.9167454612649628,CON,Exploits,1
UDP,-,65,98,1002,2996,0.16022385395489747,REQ,Fuzzers,1
TCP,http,37,21,2443,4025,0.08296015794712974,FIN,Normal,0
UDP,dns,92,90,95,5172,0.9437377423968766,INT,Generic,1
TCP,ftp,52,63,2439,4357,0.8256941462627971,CON,Exploits,1
UDP,-,24,38,924,8814,0.2162928256452561,REQ,Fuzzers,1
TCP,http,31,56,4731,6174,0.8234185535228206,FIN,Normal,0
UDP,dns,89,59,3196,3067,0.1263698935044273,INT,Generic,1
TCP,ftp,98,21,2661,6410,0.9826290032591926,CON,Exploits,1
UDP,-,9,3,2457,9829,0.3462636283699261,REQ,Fuzzers,1
TCP,http,92,80,655,9532,0.9145693708292995,FIN,Normal,0
UDP,dns,70,88,3846,9114,0.5681644068603157,INT,Generic,1
TCP,ftp,47,94,3320,2942,0.2926840214922487,CON,Exploits,1
UDP,-,43,69,3305,2241,0.01080159321357732,REQ,Fuzzers,1
TCP,http,2,34,3926,5361,0.1661694182977289,FIN,Normal,0
UDP,dns,66,75,2542,4400,0.4836294171934553,INT,Generic,1
TCP,ftp,23,50,51,6492,0.06991197239105362,CON,Exploits,1
UDP,-,57,91,802,6986,0.9057689057964187,REQ,Fuzzers,1
TCP,http,41,68,3028,767,0.6075020148116418,FIN,Normal,0
UDP,dns,80,42,1980,8329,0.7845460695091778,INT,Generic,1
TCP,ftp,65,73,2666,2654,0.18962780212535646,CON,Exploits,1
UDP,-,67,53,1664,5596,0.4246996179421685,REQ,Fuzzers,1
TCP,http,18,31,4150,9625,0.5883249821652022,FIN,Normal,0
UDP,dns,85,4,4242,7951,0.20173155327856096,INT,Generic,1
TCP,ftp,6,39,2088,5862,0.8362733856967245,CON,Exploits,1
UDP,-,7,77,4202,5524,0.1420951078217184,REQ,Fuzzers,1
TCP,http,31,64,1346,2835,0.9618791769387643,FIN,Normal,0
UDP,dns,22,59,2335,4796,0.23920796449744808,INT,Generic,1
TCP,ftp,65,6,451,5919,0.6356978105014319,CON,Exploits,1
UDP,-,8,8,4450,1318,0.3441346368541237,REQ,Fuzzers,1
TCP,http,67,70,1421,6762,0.22364079658928449,FIN,Normal,0
UDP,dns,42,99,2569,9812,0.47180591812258355,INT,Generic,1
TCP,ftp,80,43,4317,7337,0.38839621810179936,CON,Exploits,1
UDP,-,92,22,4619,6703,0.6848736806291793,REQ,Fuzzers,1
TCP,http,36,87,1955,1916,0.178088047704706,FIN,Normal,0
UDP,dns,89,61,4518,8533,0.41466872072476035,INT,Generic,1
TCP,ftp,45,10,651,9686,0.8323984536640734,CON,Exploits,1
UDP,-,59,51,802,7722,0.9351721420847494,REQ,Fuzzers,1
TCP,http,40,56,1423,4387,0.8494621130965726,FIN,Normal,0
UDP,dns,74,3,749,50,0.2712373848509577,INT,Generic,1
TCP,ftp,26,11,2686,5848,0.9618231916233905,CON,Exploits,1
UDP,-,16,89,4266,4920,0.7508633969882852,REQ,Fuzzers,1
TCP,http,75,25,596,8459,0.7530341020179611,FIN,Normal,0
UDP,dns,25,54,1208,1363,0.8910613884490178,INT,Generic,1
TCP,ftp,19,97,3809,5639,0.07824173779957966,CON,Exploits,1
UDP,-,13,21,2140,4550,0.18872238239739048,REQ,Fuzzers,1
TCP,http,70,11,3568,5892,0.8030401134783935,FIN,Normal,0
UDP,dns,68,51,2508,9890,0.29987032502613775,INT,Generic,1
TCP,ftp,37,83,1915,9083,0.4911164144177913,CON,Exploits,1
UDP,-,39,99,2610,7938,0.5978081485600267,REQ,Fuzzers,1
TCP,http,97,85,3424,725,0.7590159883857778,FIN,Normal,0
UDP,dns,54,40,2337,220,0.0615263995939378,INT,Generic,1
TCP,ftp,50,18,89,2140,0.5356778220173771,CON,Exploits,1
UDP,-,97,84,1051,8156,0.7007571380991426,REQ,Fuzzers,1
TCP,http,84,62,435,3630,0.869434868289684,FIN,Normal,0
UDP,dns,8,29,1844,8635,0.8657242204334458,INT,Generic,1
TCP,ftp,25,70,4123,1662,0.6032525349659341,CON,Exploits,1
UDP,-,70,72,2386,890,0.5050379466771776,REQ,Fuzzers,1
TCP,http,96,43,2359,4797,0.4067602003528278,FIN,Normal,0
UDP,dns,58,95,3481,2737,0.8344498773283872,INT,Generic,1
TCP,ftp,76,46,3001,7359,0.608877417260548,CON,Exploits,1
UDP,-,70,2,2620,5640,0.052999243119577266,REQ,Fuzzers,1
TCP,http,39,34,1985,7308,0.8844818625453037,FIN,Normal,0
UDP,dns,21,63,811,3674,0.13058653851719781,INT,Generic,1
TCP,ftp,92,93,3418,9288,0.4279715715330129,CON,Exploits,1
UDP,-,43,14,758,6473,0.8010483112308149,REQ,Fuzzers,1
TCP,http,13,83,133,3937,0.878299716264332,FIN,Normal,0
UDP,dns,95,90,3493,9843,0.7306040344849927,INT,Generic,1
TCP,ftp,60,55,1722,1705,0.6511133662832661,CON,Exploits,1
UDP,-,74,55,3654,518,0.47988897326834046,REQ,Fuzzers,1
TCP,http,49,83,4210,6892,0.7184869154137682,FIN,Normal,0
UDP,dns,92,64,1277,5722,0.15570347570273446,INT,Generic,1
TCP,ftp,50,14,937,2421,0.7221281720151805,CON,Exploits,1
UDP,-,21,75,4334,7199,0.8515688312415839,REQ,Fuzzers,1
TCP,http,63,43,3593,2832,0.7937712979450005,FIN,Normal,0
UDP,dns,78,61,1251,4618,0.35240692556342257,INT,Generic,1
TCP,ftp,98,9,1332,4065,0.35522231739615173,CON,Exploits,1
UDP,-,47,14,4914,8804,0.3033286607293223,REQ,Fuzzers,1
TCP,http,66,14,154,6943,0.9947245027197974,FIN,Normal,0
UDP,dns,93,52,3805,1406,0.3500941139249666,INT,Generic,1
TCP,ftp,9,51,4073,7904,0.6905038287762202,CON,Exploits,1
UDP,-,36,3,657,1861,0.4518742677911354,REQ,Fuzzers,1
TCP,http,95,12,4221,7496,0.7683954121870814,FIN,Normal,0
UDP,dns,19,41,3181,2718,0.7950656421557252,INT,Generic,1
TCP,ftp,83,77,881,8667,0.6006633488039217,CON,Exploits,1
